"Timestamp","Action","MediaType","OldPath","NewPath","Reason"
"2026-03-19T14:03:55.4092881-06:00","skip","movie","U:\Combined\Lord of the Rings\LOTR3.Return.Of.The.King.Theatrical.2003.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: L O T R3 R e t u r n O f T h e K i n g T h e a t r i c a l 2003 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:03:57.2505866-06:00","skip","movie","U:\Combined\Matrix Trilogy\Matrix.1999.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: M a t r i x 1999 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:03:59.6045089-06:00","skip","movie","U:\Combined\Matrix Trilogy\Matrix.Reloaded.2003.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: M a t r i x R e l o a d e d 2003 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:04:00.6510932-06:00","skip","movie","U:\Combined\Matrix Trilogy\Matrix.Revolutions.2003.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: M a t r i x R e v o l u t i o n s 2003 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:04:01.4376909-06:00","skip","movie","U:\Combined\Spiderman Trilogy\Spider-Man.2.2004.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S p i d e r M a n 2 2004 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:02.4302266-06:00","skip","movie","U:\Combined\Spiderman Trilogy\Spider-Man.2002.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S p i d e r M a n 2002 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:03.2687451-06:00","skip","movie","U:\Combined\Spiderman Trilogy\Spider-Man.3.2007.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S p i d e r M a n 3 2007 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:04:04.8124226-06:00","skip","movie","U:\Combined\Star Trek\Star.Trek.2009.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r T r e k 2009 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:04:05.5183474-06:00","skip","movie","U:\Combined\Star Trek\Star.Trek.II.The.Wrath.Of.Khan.1982.1080p.Rifftrax.6ch.2ch.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r T r e k I I T h e W r a t h O f K h a n 1982 1080p R i f f t r a x 6c h 2c h"
"2026-03-19T14:04:08.0182131-06:00","skip","movie","U:\Combined\Star Wars\Star Wars Episode I The Phantom Menace 1999 Plinkett.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e I T h e P h a n t o m M e n a c e 1999 P l i n k e t t"
"2026-03-19T14:04:10.0290655-06:00","skip","movie","U:\Combined\Star Wars\Star Wars Episode II Attack Of The Clones 2002.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e I I A t t a c k O f T h e C l o n e s 2002"
"2026-03-19T14:04:11.0454441-06:00","skip","movie","U:\Combined\Star Wars\Star Wars Episode III Revenge Of The Sith 2005.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e I I I R e v e n g e O f T h e S i t h 2005"
"2026-03-19T14:04:13.3651792-06:00","skip","movie","U:\Combined\Star Wars\Star Wars Episode IV A New Hope 1977 Plinkett.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e I V A N e w H o p e 1977 P l i n k e t t"
"2026-03-19T14:04:14.8174143-06:00","skip","movie","U:\Combined\Star Wars\Star Wars Episode V The Empire Strikes Back 1980.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e V T h e E m p i r e S t r i k e s B a c k 1980"
"2026-03-19T14:04:15.8729644-06:00","skip","movie","U:\Combined\Star Wars\Star Wars Episode VI Return Of The Jedi 1983.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e V I R e t u r n O f T h e J e d i 1983"
"2026-03-19T14:04:17.0450409-06:00","skip","movie","U:\Combined\Star Wars\Star Wars Rogue One 2016 x264.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s R o g u e O n e 2016 x264"
"2026-03-19T14:04:19.4104900-06:00","skip","movie","U:\Combined\Star Wars\Star Wars Solo 2018 x265 HEVC.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s S o l o 2018 x265 H E V C"
"2026-03-19T14:04:20.3262342-06:00","skip","movie","U:\Combined\Star Wars\Star Wars The Last Jedi 2017 x264.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s T h e L a s t J e d i 2017 x264"
"2026-03-19T14:04:22.5412846-06:00","skip","movie","U:\Combined\Star Wars\Star.Wars.Episode.IV.A.New.Hope.1977.1080p.Rifftrax.6ch.2ch.Plinkett.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e I V A N e w H o p e 1977 1080p R i f f t r a x 6c h 2c h P l i n k e t t"
"2026-03-19T14:04:23.7920995-06:00","skip","movie","U:\Combined\Star Wars\Star.Wars.Episode.V.The.Empire.Strikes.Back.1980.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e V T h e E m p i r e S t r i k e s B a c k 1980 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:24.9032740-06:00","skip","movie","U:\Combined\Star Wars\Star.Wars.Episode.VI.Return.Of.The.Jedi.1983.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e V I R e t u r n O f T h e J e d i 1983 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:25.7868124-06:00","skip","movie","U:\Combined\Star Wars\Star.Wars.Solo.2018.1080p.Rifftrax.6ch.2ch.x265.HEVC.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s S o l o 2018 1080p R i f f t r a x 6c h 2c h x265 H E V C"
"2026-03-19T14:04:26.8278449-06:00","skip","movie","U:\Combined\Star Wars\TheStarWarsHolidaySpecial_highTV.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: TheStarWarsHolidaySpecial"
"2026-03-19T14:04:29.1015390-06:00","skip","movie","U:\Combined\Star Wars\Star.Wars.Original.Trilogy.ep4-6.1977-1983.1080p.Rifftrax.6ch.2ch.v2\Star.Wars.Episode.IV.A.New.Hope.1977.1080p.Rifftrax.6ch.2ch.Plinkett.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e I V A N e w H o p e 1977 1080p R i f f t r a x 6c h 2c h P l i n k e t t"
"2026-03-19T14:04:29.9249482-06:00","skip","movie","U:\Combined\Star Wars\Star.Wars.Original.Trilogy.ep4-6.1977-1983.1080p.Rifftrax.6ch.2ch.v2\Star.Wars.Episode.V.The.Empire.Strikes.Back.1980.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e V T h e E m p i r e S t r i k e s B a c k 1980 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:31.0754777-06:00","skip","movie","U:\Combined\Star Wars\Star.Wars.Original.Trilogy.ep4-6.1977-1983.1080p.Rifftrax.6ch.2ch.v2\Star.Wars.Episode.VI.Return.Of.The.Jedi.1983.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r W a r s E p i s o d e V I R e t u r n O f T h e J e d i 1983 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:32.1539801-06:00","skip","movie","U:\Combined\Terminator\Terminator.3.Rise.Of.The.Machines.2003.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: T e r m i n a t o r 3 R i s e O f T h e M a c h i n e s 2003 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:33.6165918-06:00","skip","movie","U:\Combined\Total Recall\Total.Recall.Mind.Bending.Edition.1990.1080p.BluRay.x264.YIFY.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: T o t a l R e c a l l M i n d B e n d i n g E d i t i o n 1990 1080p B l u R a y x264 Y I F Y"
"2026-03-19T14:04:34.8925320-06:00","skip","movie","U:\Hangin Out with RiffTrax\Hangin' Out With RiffTrax_ Quiplash 10-13-21.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: H a n g i n' O u t W i t h R i f f T r a x Q u i p l a s h 10 13 21"
"2026-03-19T14:04:35.8035505-06:00","skip","movie","U:\Hangin Out with RiffTrax\Talkin' RiffTrax_ THE ALIEN DEAD.m4v","","IMDb lookup failed: IMDb search returned no tt id for query: T a l k i n' R i f f T r a x T H E A L I E N D E A D"
"2026-03-19T14:04:36.8062930-06:00","skip","movie","U:\Just the Jokes\Harry Potter\Harry Potter and the Goblet of Fire - Rifftrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: HarryPotterandtheGobletofFire"
"2026-03-19T14:04:37.8929523-06:00","skip","movie","U:\Just the Jokes\Harry Potter\Harry Potter and the Prisoner of Azkaban - Rifftrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: HarryPotterandthePrisonerofAzkaban"
"2026-03-19T14:04:38.8174237-06:00","skip","movie","U:\Just the Jokes\Harry Potter\Harry Potter And The Sorcerer's Stone - Rifftrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: H a r r y P o t t e r A n d T h e S o r c e r e r's S t o n e"
"2026-03-19T14:04:39.7207058-06:00","skip","movie","U:\Just the Jokes\Harry Potter\Harry Potter Order of the Phoenix riff.avi","","IMDb lookup failed: IMDb search returned no tt id for query: HarryPotterOrderofthePhoenixriff"
"2026-03-19T14:04:40.7241391-06:00","skip","movie","U:\Just the Jokes\Harry Potter\Harry Potterand the Chamber of Secrets - RiffTrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: HarryPotterandtheChamberofSecrets"
"2026-03-19T14:04:42.1525137-06:00","skip","movie","U:\Just the Jokes\Indiana Jones\Indiana.Jones.And.The.Raiders.Of.The.Lost.Ark.1981.1080p.Rifftrax.6ch.2ch.v2.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: I n d i a n a J o n e s A n d T h e R a i d e r s O f T h e L o s t A r k 1981 1080p R i f f t r a x 6c h 2c h v2"
"2026-03-19T14:04:43.5188559-06:00","skip","movie","U:\Just the Jokes\Star Trek\Star Trek - Rifftrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: StarTrek"
"2026-03-19T14:04:44.7559334-06:00","skip","movie","U:\Just the Jokes\Star Trek\Star Trek 6 - Rifftrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: S t a r T r e k 6"
"2026-03-19T14:04:46.2515864-06:00","skip","movie","U:\Just the Jokes\Star Trek\Star Trek II - The Wrath of Khan - Rifftrax.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: StarTrekIITheWrathofKhan"
"2026-03-19T14:04:47.7444563-06:00","skip","movie","U:\Just the Jokes\Star Trek\Star Trek V - Rifftrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: StarTrekV"
"2026-03-19T14:04:48.9696880-06:00","skip","movie","U:\Just the Jokes\Star Trek\Star Trek VII Generations - Rifftrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: StarTrekVIIGenerations"
"2026-03-19T14:04:49.9011166-06:00","skip","movie","U:\Just the Jokes\Star Trek\Voyager\Star Trek Voyager - Caretaker - Rifftrax.avi","","IMDb lookup failed: IMDb search returned no tt id for query: StarTrekVoyagerCaretaker"
"2026-03-19T14:04:50.7899493-06:00","skip","movie","U:\Live\Birdemic - RifftraxLive.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: BirdemicRifftraxLive"
"2026-03-19T14:04:51.6645919-06:00","skip","movie","U:\Live\Krull.1983.1080p.Rifftrax.6ch.x265.HEVC.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: K r u l l 1983 1080p R i f f t r a x 6c h x265 H E V C"
"2026-03-19T14:04:52.5273175-06:00","skip","movie","U:\Live\Rifftrax Live 001 - Plan 9 From Outer Space.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 001 P l a n 9 F r o m O u t e r S p a c e"
"2026-03-19T14:04:53.6513695-06:00","skip","movie","U:\Live\Rifftrax Live 002 - Christmas Shorts-stravaganza.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 002 C h r i s t m a s S h o r t s s t r a v a g a n z a"
"2026-03-19T14:04:55.6567225-06:00","skip","movie","U:\Live\Rifftrax Live 003 - Reefer Madness.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 003 R e e f e r M a d n e s s"
"2026-03-19T14:04:57.1319127-06:00","skip","movie","U:\Live\Rifftrax Live 004 - House On Haunted Hill.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 004 H o u s e O n H a u n t e d H i l l"
"2026-03-19T14:04:58.0170155-06:00","skip","movie","U:\Live\Rifftrax Live 005 - Jack The Giant Killer.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 005 J a c k T h e G i a n t K i l l e r"
"2026-03-19T14:04:59.6847294-06:00","skip","movie","U:\Live\Rifftrax Live 006 - Manos The Hands Of Fate.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 006 M a n o s T h e H a n d s O f F a t e"
"2026-03-19T14:05:00.7167194-06:00","skip","movie","U:\Live\Rifftrax Live 007 - Birdemic.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 007 B i r d e m i c"
"2026-03-19T14:05:02.2528114-06:00","skip","movie","U:\Live\Rifftrax Live 009 - Night Of The Living Dead.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 009 N i g h t O f T h e L i v i n g D e a d"
"2026-03-19T14:05:03.0824029-06:00","skip","movie","U:\Live\Rifftrax Live 013 - (short only) Anaconda - Halloween Party (Live Edition).mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 013 (s h o r t o n l y) A n a c o n d a H a l l o w e e n P a r t y (L i v e E d i t i o n)"
"2026-03-19T14:05:04.8259830-06:00","skip","movie","U:\Live\Rifftrax Live 014 - Santa Claus.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 014 S a n t a C l a u s"
"2026-03-19T14:05:06.3286354-06:00","skip","movie","U:\Live\Rifftrax Live 015 - (short only) The Room - At Your Fingertips Floats (Live Edition).mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 015 (s h o r t o n l y) T h e R o o m A t Y o u r F i n g e r t i p s F l o a t s (L i v e E d i t i o n)"
"2026-03-19T14:05:07.6837371-06:00","skip","movie","U:\Live\Rifftrax Live 016 - Sharknado 2 The Second One.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 016 S h a r k n a d o 2 T h e S e c o n d O n e"
"2026-03-19T14:05:08.8172912-06:00","skip","movie","U:\Live\Rifftrax Live 018 - Santa And The Ice Cream Bunny.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 018 S a n t a A n d T h e I c e C r e a m B u n n y"
"2026-03-19T14:05:09.4835138-06:00","skip","movie","U:\Live\Rifftrax Live 020 - MST3K Reunion Show.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 020 M S T3K R e u n i o n S h o w"
"2026-03-19T14:05:11.0616229-06:00","skip","movie","U:\Live\Rifftrax Live 021 - (short only) Mothra - Soapy The Germ Fighter.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 021 (s h o r t o n l y) M o t h r a S o a p y T h e G e r m F i g h t e r"
"2026-03-19T14:05:12.8168174-06:00","skip","movie","U:\Live\Rifftrax Live 022 - Carnival Of Souls.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 022 C a r n i v a l O f S o u l s"
"2026-03-19T14:05:14.2779701-06:00","skip","movie","U:\Live\Rifftrax Live 023 - Samurai Cop.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 023 S a m u r a i C o p"
"2026-03-19T14:05:15.7658815-06:00","skip","movie","U:\Live\Rifftrax Live 024 - Summer Shorts Beach Party.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 024 S u m m e r S h o r t s B e a c h P a r t y"
"2026-03-19T14:05:16.9588181-06:00","skip","movie","U:\Live\Rifftrax Live 025 - (short only) Doctor Who The Five Doctors - Play Safe (Live Edition).mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 025 (s h o r t o n l y) D o c t o r W h o T h e F i v e D o c t o r s P l a y S a f e (L i v e E d i t i o n)"
"2026-03-19T14:05:18.7631191-06:00","skip","movie","U:\Live\Rifftrax Live 029 - Star Raiders.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 029 S t a r R a i d e r s"
"2026-03-19T14:05:20.0266786-06:00","skip","movie","U:\Live\Rifftrax Live 033 - Return Of Swamp Thing.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f t r a x L i v e 033 R e t u r n O f S w a m p T h i n g"
"2026-03-19T14:05:20.8841002-06:00","skip","movie","U:\Live\RiffTraxLive - JackTheGiantKiller_iPad.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveJackTheGiantKilleriPad"
"2026-03-19T14:05:21.6026295-06:00","skip","movie","U:\Live\RiffTraxLive - SantaConquersTheMartians.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveSantaConquersTheMartians"
"2026-03-19T14:05:23.3443855-06:00","skip","movie","U:\Live\RiffTraxLive-Amityville4TheEvilEscapes.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f T r a x L i v e A m i t y v i l l e4T h e E v i l E s c a p e s"
"2026-03-19T14:05:24.1298796-06:00","skip","movie","U:\Live\RiffTraxLive-GiantSpiderInvasion.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveGiantSpiderInvasion"
"2026-03-19T14:05:25.1312661-06:00","skip","movie","U:\Live\RiffTraxLive-Hobgoblins.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveHobgoblins"
"2026-03-19T14:05:26.2279221-06:00","skip","movie","U:\Live\RiffTraxLive-MiamiConnection.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveMiamiConnection"
"2026-03-19T14:05:27.4342913-06:00","skip","movie","U:\Live\RiffTraxLive-Octaman.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveOctaman"
"2026-03-19T14:05:29.3530455-06:00","skip","movie","U:\Live\RiffTraxLive-Plan9FromOuterSpace.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: R i f f T r a x L i v e P l a n9F r o m O u t e r S p a c e"
"2026-03-19T14:05:31.0942382-06:00","skip","movie","U:\Live\RiffTraxLive-Rad.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveRad"
"2026-03-19T14:05:32.1860873-06:00","skip","movie","U:\Live\RiffTraxLive-ReturnOfSwampThing.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveReturnOfSwampThing"
"2026-03-19T14:05:33.6713013-06:00","skip","movie","U:\Live\RiffTraxLive-SantaClaus.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveSantaClaus"
"2026-03-19T14:05:34.5359727-06:00","skip","movie","U:\Live\RiffTraxLive-SantaConquersTheMartians.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveSantaConquersTheMartians"
"2026-03-19T14:05:35.6292495-06:00","skip","movie","U:\Live\RiffTraxLive-SpaceMutiny.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveSpaceMutiny"
"2026-03-19T14:05:37.1314497-06:00","skip","movie","U:\Live\RiffTraxLive-Timechasers.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveTimechasers"
"2026-03-19T14:05:38.2647777-06:00","skip","movie","U:\Live\RiffTraxLiveSharknado.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: RiffTraxLiveSharknado"
"2026-03-19T14:05:40.4619510-06:00","skip","movie","U:\Live\The.Room.2003.720p.Riffv2.Riffv1.6ch.2ch.5subs.mkv","","IMDb lookup failed: IMDb search returned no tt id for query: T h e R o o m 2003 720p R i f f v2 R i f f v1 6c h 2c h 5s u b s"
"2026-03-19T14:05:41.7547972-06:00","skip","movie","U:\Mathew J Elliot\AssignmentOuterSpace.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: AssignmentOuterSpace"
"2026-03-19T14:05:42.9606593-06:00","skip","movie","U:\Mathew J Elliot\AtomAgeVampire.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: AtomAgeVampire"
"2026-03-19T14:05:44.1841466-06:00","skip","movie","U:\Mathew J Elliot\FlashGordon_Part2.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: F l a s h G o r d o n P a r t2"
"2026-03-19T14:05:45.0349046-06:00","skip","movie","U:\Mathew J Elliot\FlashGordon1954_Part1.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: F l a s h G o r d o n1954 P a r t1"
"2026-03-19T14:05:46.3958907-06:00","skip","movie","U:\Mathew J Elliot\KingOfKongIsland.mpeg","","IMDb lookup failed: IMDb search returned no tt id for query: KingOfKongIsland"
"2026-03-19T14:05:47.6241138-06:00","skip","movie","U:\Mathew J Elliot\PlanetOutlaws.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: PlanetOutlaws"
"2026-03-19T14:05:48.6581784-06:00","skip","movie","U:\Mathew J Elliot\PurpleDeathFromOuterSpace.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: PurpleDeathFromOuterSpace"
"2026-03-19T14:05:50.1572419-06:00","skip","movie","U:\Mathew J Elliot\Snowbeast.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: Snowbeast"
"2026-03-19T14:05:51.0523328-06:00","skip","movie","U:\Shorts\ABadgersBadDay.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: ABadgersBadDay"
"2026-03-19T14:05:52.6204643-06:00","skip","movie","U:\Shorts\ABoyOfIndia.wmv","","IMDb lookup failed: IMDb search returned no tt id for query: ABoyOfIndia"
"2026-03-19T14:05:53.3771459-06:00","skip","movie","U:\Shorts\ACaseOfSpringFever.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: ACaseOfSpringFever"
"2026-03-19T14:05:54.2087264-06:00","skip","movie","U:\Shorts\ADayOfThanksgiving.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: ADayOfThanksgiving"
"2026-03-19T14:05:55.6563815-06:00","skip","movie","U:\Shorts\Alcohol.wmv","","IMDb lookup failed: IMDb search returned no tt id for query: Alcohol"
"2026-03-19T14:05:57.2067728-06:00","skip","movie","U:\Shorts\Animal Homes -Rifftrax.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: AnimalHomes"
"2026-03-19T14:05:58.1429123-06:00","skip","movie","U:\Shorts\AtYourFingertips-Grasses.mpeg","","IMDb lookup failed: IMDb search returned no tt id for query: AtYourFingertipsGrasses"
"2026-03-19T14:05:58.9369633-06:00","skip","movie","U:\Shorts\AtYourFingertips-PlayClay.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: AtYourFingertipsPlayClay"
"2026-03-19T14:05:59.8285004-06:00","skip","movie","U:\Shorts\BasicJobSkills-Customers.mpg","","IMDb lookup failed: IMDb search returned no tt id for query: BasicJobSkillsCustomers"
"2026-03-19T14:06:00.7779084-06:00","skip","movie","U:\Shorts\BeginningResponsibility-BrokenBookshop.wmv","","IMDb lookup failed: IMDb search returned no tt id for query: BeginningResponsibilityBrokenBookshop"
"2026-03-19T14:06:01.7342284-06:00","skip","movie","U:\Shorts\BehaveBernard.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: BehaveBernard"
"2026-03-19T14:06:02.6831470-06:00","skip","movie","U:\Shorts\BillysHelicopterRide[iPod].mp4","","IMDb lookup failed: IMDb search returned no tt id for query: B i l l y s H e l i c o p t e r R i d e[i P o d]"
"2026-03-19T14:06:03.6742775-06:00","skip","movie","U:\Shorts\BR-GettingReadyForSchool.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: BRGettingReadyForSchool"
"2026-03-19T14:06:04.4553839-06:00","skip","movie","U:\Shorts\ChipmunkFamily.mpeg","","IMDb lookup failed: IMDb search returned no tt id for query: ChipmunkFamily"
"2026-03-19T14:06:05.3385550-06:00","skip","movie","U:\Shorts\Choking-ToSaveALife.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: ChokingToSaveALife"
"2026-03-19T14:06:06.2490466-06:00","skip","movie","U:\Shorts\ChristmasWithRiffTrax-SantasVillageOfMadness.mpeg","","IMDb lookup failed: IMDb search returned no tt id for query: ChristmasWithRiffTraxSantasVillageOfMadness"
"2026-03-19T14:06:07.0434639-06:00","skip","movie","U:\Shorts\CleanAndNeatWithHarvAndMarv.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: CleanAndNeatWithHarvAndMarv"
"2026-03-19T14:06:07.9751959-06:00","skip","movie","U:\Shorts\CookingTerms.mp4","","IMDb lookup failed: IMDb search returned no tt id for query: CookingTerms"
"2026-03-19T14:06:08.9605683-06:00","skip","movie","U:\Shorts\CooksAndChefs.wmv","","IMDb lookup failed: IMDb search returned no tt id for query: CooksAndChefs"
